Date,Time,Magnitude,Epicenter
B.S:2071-10-8A.D:2015-01-22,Local:15:12UTC:9:27 AM,4.4,Doti
B.S:2071-9-22A.D:2015-01-06,Local:07:11UTC:1:26 AM,4.5,Dailekh
B.S:2073-8-13A.D:2016-11-28,Local:05:20UTC:23:35,5.6,Ramechap/Solukhumbu
B.S:2073-7-21A.D:2016-11-06,Local:21:47UTC:4:02 PM,4.0,Bajhang
B.S:2073-7-1A.D:2016-10-17,Local:10:03UTC:04:18,4.0,Nuwakot
B.S:2073-6-29A.D:2016-10-15,Local:18:22UTC:12:37,4.1,Rasuwa
B.S:2073-6-26A.D:2016-10-12,Local:14:14UTC:08:29,4.1,Dolakha
B.S:2073-6-25A.D:2016-10-11,Local:12:53UTC:07:08,4.6,Dolakha
B.S:2073-6-21A.D:2016-10-07,Local:10:37UTC:04:52,4.2,Dolakha
B.S:2073-6-2A.D:2016-09-18,Local:22:57UTC:17:12,4.6,Sindhupalchowk
B.S:2073-5-20A.D:2016-09-05,Local:06:22UTC:00:37,4.1,Dolakha
B.S:2073-5-20A.D:2016-09-05,Local:07:49UTC:02:04,4.5,Dolakha
B.S:2073-5-11A.D:2016-08-27,Local:17:48UTC:12:03 PM,4.0,Bajura
B.S:2073-4-8A.D:2016-07-23,Local:11:59UTC:06:14,4.1,Gorkha
B.S:2073-3-24A.D:2016-07-08,Local:04:08UTC:22:23,4.1,Dolakha
B.S:2073-3-23A.D:2016-07-07,Local:17:38UTC:11:53,4.4,Sindhupalchowk
B.S:2073-3-23A.D:2016-07-07,Local:14:44UTC:08:59,4.3,Lamjung
B.S:2073-3-18A.D:2016-07-02,Local:06:08UTC:12:23 AM,4.4,Bajhang
B.S:2073-3-15A.D:2016-06-29,Local:14:55UTC:9:10 AM,5.0,Bajhang
B.S:2073-3-15A.D:2016-06-29,Local:15:11UTC:9:26 AM,4.2,Bajhang
B.S:2073-3-8A.D:2016-06-22,Local:18:45UTC:13:00,4.1,Dolakha
B.S:2073-3-7A.D:2016-06-21,Local:11:34UTC:05:49,4.4,Nuwakot
B.S:2073-2-32A.D:2016-06-14,Local:05:12UTC:23:27,4.3,Gorkha
B.S:2073-2-21A.D:2016-06-03,Local:05:10UTC:23:25,4.4,Sindhupalchowk
B.S:2073-2-15A.D:2016-05-28,Local:15:24UTC:09:39,4.6,Sindhupalchok
B.S:2073-2-11A.D:2016-05-24,Local:00:54UTC:19:09,4.2,Dhading
B.S:2073-2-2A.D:2016-05-15,Local:04:30UTC:22:45,4.4,Sindhupalchowk
B.S:2073-2-1A.D:2016-05-14,Local:05:05UTC:23:20,4.3,Sindhupalchowk
B.S:2073-1-31A.D:2016-05-13,Local:01:09UTC:19:24,4.1,Dolakha
B.S:2073-1-29A.D:2016-05-11,Local:14:37UTC:08:52,4.5,Gorkha
B.S:2073-1-29A.D:2016-05-11,Local:07:04UTC:01:19,4.4,Dhading
B.S:2073-1-23A.D:2016-05-05,Local:10:31UTC:04:46,4.1,Gorkha/Dhading
B.S:2073-1-22A.D:2016-05-04,Local:11:17UTC:5:32 AM,4.0,Kalikot
B.S:2073-1-18A.D:2016-04-30,Local:12:28UTC:6:43 AM,4.2,Bajhang
B.S:2073-1-14A.D:2016-04-26,Local:15:18UTC:09:33,4.3,Rasuwa
B.S:2073-1-12A.D:2016-04-24,Local:02:16UTC:20:31,4.2,Nuwakot
B.S:2073-1-10A.D:2016-04-22,Local:16:49UTC:11:04,4.0,Sindhupalchowk
B.S:2073-1-10A.D:2016-04-22,Local:12:41UTC:06:56,4.0,Dolakha
B.S:2072-12-30A.D:2016-04-12,Local:20:26UTC:14:41,4.4,Dolakha
B.S:2072-12-27A.D:2016-04-09,Local:19:05UTC:13:20,4.5,Lalitpur
B.S:2072-12-22A.D:2016-04-04,Local:09:40UTC:3:55 AM,4.3,Bajhang
B.S:2072-12-22A.D:2016-04-04,Local:10:16UTC:04:31,4.7,Dolakha
B.S:2072-12-18A.D:2016-03-31,Local:04:26UTC:22:41,4.0,Sindhupalchowk
B.S:2072-12-17A.D:2016-03-30,Local:18:11UTC:12:26,4.7,Sindhupalchowk
B.S:2072-12-11A.D:2016-03-24,Local:05:26UTC:23:41,4.1,Taplejung
B.S:2072-12-4A.D:2016-03-17,Local:10:59UTC:05:14,4.0,Okhaldhunga
B.S:2072-12-2A.D:2016-03-15,Local:03:12UTC:21:27,4.5,Sindhupalchowk
B.S:2072-11-30A.D:2016-03-13,Local:11:00UTC:05:15,4.8,Dhading
B.S:2072-11-28A.D:2016-03-11,Local:15:13UTC:09:28,4.2,Sindhupalchowk
B.S:2072-11-24A.D:2016-03-07,Local:13:50UTC:8:05 AM,4.4,Humla
B.S:2072-11-23A.D:2016-03-06,Local:07:10UTC:01:25,4.0,Sindhupalchowk
B.S:2072-11-18A.D:2016-03-01,Local:16:30UTC:10:45,4.3,Sindhupalchowk
B.S:2072-11-12A.D:2016-02-24,Local:15:07UTC:09:22,5.4,Sindhupalchok
B.S:2072-11-11A.D:2016-02-23,Local:08:45UTC:3:00 AM,4.5,Sankhuwasava
B.S:2072-11-9A.D:2016-02-21,Local:23:54UTC:18:09,5.5,Gorkha
B.S:2072-11-8A.D:2016-02-20,Local:03:54UTC:22:09,4.1,Nuwakot
B.S:2072-11-1A.D:2016-02-13,Local:20:22UTC:14:37,4.3,Sindhupalchowk
B.S:2072-10-27A.D:2016-02-10,Local:22:12UTC:16:27,4.6,Sindhupalchowk
B.S:2072-10-22A.D:2016-02-05,Local:22:05UTC:16:20,5.5,Sindhupalchowk
B.S:2072-10-13A.D:2016-01-27,Local:20:42UTC:14:57,4.2,Siraha
B.S:2072-10-13A.D:2016-01-27,Local:02:27UTC:8:42 PM,4.4,Sindhupalchowk
B.S:2072-10-8A.D:2016-01-22,Local:01:07UTC:19:22,4.6,Nuwakot
B.S:2072-10-1A.D:2016-01-15,Local:22:59UTC:17:14,4.3,Dolakha
B.S:2072-10-1A.D:2016-01-15,Local:18:50UTC:13:05,4.1,Dolakha
B.S:2072-9-25A.D:2016-01-09,Local:23:28UTC:17:43,4.4,Ramechhap
B.S:2072-9-20A.D:2016-01-04,Local:18:47UTC:13:02,4.1,Dolakha
B.S:2072-9-18A.D:2016-01-02,Local:03:15UTC:21:30,4.2,Sindhupalchowk
B.S:2074-9-13A.D:2017-12-28,Local:13:30UTC:7:45,4.5,Darchula
B.S:2074-9-3A.D:2017-12-18,Local:17:18UTC:11:33,4.2,Sindhupalchowk
B.S:2074-8-22A.D:2017-12-08,Local:08:36UTC:02:51,5.2,Dolakha
B.S:2074-7-20A.D:2017-11-06,Local:08:54UTC:3:09 AM,4.5,Bajhang
B.S:2074-7-9A.D:2017-10-26,Local:18:36UTC:12:51 PM,4.0,Achham
B.S:2074-6-29A.D:2017-10-15,Local:05:02UTC:11:17 PM,4.2,Myagdi
B.S:2074-6-16A.D:2017-10-02,Local:07:07UTC:1:22 AM,4.1,Rukum
B.S:2074-6-5A.D:2017-09-21,Local:13:04UTC:07:19,4.6,Dolakha
B.S:2074-5-8A.D:2017-08-24,Local:16:25UTC:10:40,4.8,Sindhupalchok-Tibet border
B.S:2074-5-6A.D:2017-08-22,Local:06:35UTC:12:50 AM,4.9,Bajhang
B.S:2074-5-5A.D:2017-08-21,Local:17:48UTC:12:03,4.6,Dolakha
B.S:2074-4-9A.D:2017-07-24,Local:10:29UTC:04:44,4.0,Dolakha
B.S:2074-3-31A.D:2017-07-15,Local:22:20UTC:4:35 PM,4.0,Dailekh
B.S:2074-3-18A.D:2017-07-02,Local:07:43UTC:01:58,5.1,Okhaldhunga
B.S:2074-3-14A.D:2017-06-28,Local:00:09UTC:18:24,4.2,Ramechhap
B.S:2074-2-31A.D:2017-06-14,Local:09:27UTC:3:42 AM,4.1,Taplejung-Tibet Border
B.S:2074-2-29A.D:2017-06-12,Local:17:39UTC:11:54,4.1,Dolakha
B.S:2074-2-16A.D:2017-05-30,Local:23:23UTC:5:38 PM,4.1,Bajhang
B.S:2074-1-11A.D:2017-04-24,Local:20:49UTC:3:04 PM,4.1,Bajhang
B.S:2074-1-11A.D:2017-04-24,Local:17:04UTC:11:19,4.2,Sindhupalchowk
B.S:2073-11-27A.D:2017-03-10,Local:07:28UTC:1:43 AM,4.1,Humla
B.S:2073-11-16A.D:2017-02-27,Local:10:06UTC:04:21,4.7,Ramechhap
B.S:2073-11-16A.D:2017-02-27,Local:09:22UTC:03:37,4.6,Ramechhap
B.S:2073-11-7A.D:2017-02-18,Local:06:00UTC:00:15,4.0,Dhading
B.S:2073-10-28A.D:2017-02-10,Local:16:58UTC:11:13 AM,4.1,Darchula
B.S:2073-10-22A.D:2017-02-04,Local:17:58UTC:12:13,4.4,Dolakha
B.S:2073-9-19A.D:2017-01-03,Local:00:26UTC:6:41 PM,4.0,Bajura
